,Kho trung tam Vinh,Khach hang 01,Khach hang 02,Khach hang 03,Khach hang 04,Khach hang 05,Khach hang 06,Khach hang 07,Khach hang 08,Khach hang 09,Khach hang 10,Khach hang 11,Khach hang 12,Khach hang 13,Khach hang 14,Khach hang 15,Khach hang 16,Khach hang 17,Khach hang 18,Khach hang 19,Khach hang 20,Khach hang 21,Khach hang 22,Khach hang 23,Khach hang 24,Khach hang 25,Khach hang 26,Khach hang 27,Khach hang 28,Khach hang 29,Khach hang 30,Khach hang 31,Khach hang 32,Khach hang 33,Khach hang 34,Khach hang 35,Khach hang 36,Khach hang 37,Khach hang 38,Khach hang 39,Khach hang 40,Khach hang 41,Khach hang 42,Khach hang 43,Khach hang 44,Khach hang 45,Khach hang 46,Khach hang 47,Khach hang 48,Khach hang 49,Khach hang 50,Khach hang 51,Khach hang 52,Khach hang 53,Khach hang 54,Khach hang 55,Khach hang 56,Khach hang 57,Khach hang 58,Khach hang 59,Khach hang 60,Khach hang 61,Khach hang 62,Khach hang 63,Khach hang 64,Khach hang 65,Khach hang 66,Khach hang 67,Khach hang 68,Khach hang 69,Khach hang 70,Khach hang 71,Khach hang 72,Khach hang 73,Khach hang 74,Khach hang 75,Khach hang 76,Khach hang 77,Khach hang 78,Khach hang 79,Khach hang 80,Khach hang 81,Khach hang 82,Khach hang 83,Khach hang 84,Khach hang 85,Khach hang 86,Khach hang 87,Khach hang 88,Khach hang 89,Khach hang 90,Khach hang 91,Khach hang 92,Khach hang 93,Khach hang 94,Khach hang 95,Khach hang 96,Khach hang 97,Khach hang 98,Khach hang 99,Khach hang 100
Khach hang 24,0.5630,0.6028,2.0653,1.4145,1.7034,1.3725,1.2668,1.4333,0.4949,0.5831,0.2756,1.6113,0.3871,2.3148,0.3580,2.0641,2.0503,1.1006,1.5344,1.6424,2.4883,1.4475,1.6729,1.4667,0.0000,2.7387,1.2871,0.4771,2.8205,1.5135,1.2477,1.6385,2.8205,1.3034,1.0336,0.7407,1.6497,1.7479,1.6729,1.0428,1.6420,2.6011,2.2086,1.5347,2.0157,1.0115,0.6862,2.6088,0.7739,1.2842,1.3081,0.4630,0.7722,1.3098,1.6384,2.8205,2.5477,0.3028,2.7569,1.5287,2.7048,2.8319,1.6721,1.5135,0.2236,1.0286,1.5695,1.6729,1.7479,2.7190,2.0359,2.3111,2.3485,2.4992,1.1938,0.8670,1.1398,1.5836,0.7193,1.4219,2.2307,1.2232,0.6897,1.0834,0.2423,1.4659,0.8776,0.5850,2.1636,2.7387,1.5287,0.3854,0.8916,2.7414,2.4307,1.0846,1.7479,0.9085,0.4979,2.6338,0.4082
Khach hang 25,2.6146,2.8799,1.0065,2.1469,1.9667,2.7230,1.7942,1.6230,2.6506,2.6146,3.1750,2.3437,3.2792,0.9800,2.8324,1.4037,1.3898,2.0525,2.2667,2.0515,0.9571,1.7942,2.8041,1.7832,3.0260,0.0000,2.9045,2.6556,0.0922,1.8537,2.9858,2.7439,0.0922,1.7614,2.1584,2.3910,2.0225,1.9484,2.8041,1.9834,2.0268,0.1605,0.9429,1.5481,1.3552,2.7114,2.9698,0.6754,2.7249,2.4547,2.6573,2.7835,2.6425,2.6590,2.7624,0.0922,0.2876,3.0223,0.3675,2.4878,0.5367,0.1038,1.9341,1.8537,2.8654,2.0028,2.0471,2.8041,1.9484,0.1538,1.3754,0.9822,1.0196,0.7858,1.9102,2.7740,2.5804,1.3490,2.3470,2.5176,0.5079,1.8536,2.4514,2.1280,2.8536,1.8558,2.4053,2.4537,0.6421,0.0000,2.4878,3.0808,2.6043,0.5117,0.6353,2.0141,1.9484,2.8164,2.7577,0.5928,3.3557
Khach hang 26,0.9722,1.4210,1.7904,0.5240,1.0011,1.8433,1.2986,1.3952,0.9977,1.2290,1.4829,0.4984,1.5850,2.0348,1.1762,1.9625,1.9489,0.6519,0.4278,1.9319,2.2047,1.4527,0.5569,1.0890,1.2831,2.4500,0.0000,1.2246,2.5301,1.5412,0.3112,2.1093,2.5301,1.3032,1.2903,0.7560,1.7718,1.0473,0.5569,1.0327,1.7637,2.3152,1.9308,1.1323,1.9150,1.5759,0.8931,2.3228,1.4374,1.5805,1.7790,0.7924,1.3951,1.7806,0.5211,2.5301,2.2629,1.3366,2.4678,1.9968,2.4168,2.5413,0.9685,1.5412,1.0114,0.9962,1.6885,0.5569,1.0473,2.4307,1.9348,2.0312,2.0678,2.2154,0.7486,0.5754,1.7037,1.3682,1.1433,0.1211,1.9525,1.2199,0.9092,1.0519,1.0805,1.5810,0.6049,0.8718,1.8867,2.4500,1.9968,1.4481,1.4234,2.4526,2.1484,1.0761,1.0473,0.5320,1.3015,2.3472,1.6600
Khach hang 27,0.3712,0.3143,1.7100,1.3427,1.6317,0.9263,0.9006,1.0670,0.3031,0.1250,0.5397,1.5396,0.6418,2.2416,0.2042,1.6979,1.6841,1.0289,1.4626,1.3320,2.4151,1.2231,1.6012,1.3950,0.4718,2.6654,1.2153,0.0000,2.7473,1.1547,1.2006,1.1924,2.7473,1.0756,0.6749,0.6689,1.3396,1.6762,1.6012,0.9747,1.3316,2.6729,1.9600,1.4615,1.6494,0.5654,1.1104,2.5356,0.3278,0.9255,0.8620,0.7566,0.3261,0.8637,1.5995,2.7473,2.4744,0.3902,2.6836,1.2057,2.6316,2.7587,1.6003,1.1547,0.4999,0.8867,1.2563,1.6012,1.6762,2.6458,1.6696,2.2379,2.2752,2.4260,1.1221,0.9877,0.6937,1.5103,0.4183,1.3501,2.2813,1.1514,0.4980,0.7309,0.4782,1.1071,0.8227,0.5240,2.0904,2.6654,1.2057,0.5017,0.4623,2.6681,2.3575,0.8312,1.6762,1.0090,0.1715,2.5605,0.7168
Khach hang 28,2.6577,2.9230,1.0488,2.2716,2.0105,2.7661,1.8374,1.6661,2.6937,2.6578,3.2181,2.4758,3.3223,1.0022,2.8756,1.4468,1.4330,2.1737,2.3960,2.0517,0.9797,1.7997,2.8479,1.8255,3.0691,0.0922,2.9468,2.6988,0.0000,1.8969,2.9669,2.7300,0.0000,1.8046,2.2015,2.4341,2.0233,1.9923,2.8479,2.0265,2.0275,0.1895,0.9658,1.6502,1.3984,2.7545,2.9512,0.7038,2.7680,2.4978,2.7004,2.7688,2.6857,2.7021,2.8063,0.0000,0.3655,3.0655,0.3132,2.4791,0.5805,0.0290,1.9780,1.8969,2.9085,2.0460,2.0893,2.8479,1.9923,0.1348,1.4186,1.0044,1.0410,0.8120,2.0260,2.7594,2.6235,1.3912,2.3902,2.6562,0.5398,1.8579,2.4945,2.1711,2.8968,1.8989,2.4484,2.4968,0.6712,0.0922,2.4791,3.1239,2.6475,0.5748,0.6776,2.0573,1.9923,2.8009,2.8009,0.6230,3.3989
Khach hang 29,1.1100,1.3698,0.9208,1.3261,1.0800,1.0192,0.3346,0.2843,1.1452,1.1100,1.6588,1.5304,1.7609,1.4421,1.3233,0.4408,0.4544,1.0885,1.4505,0.4658,1.6156,0.5310,1.9025,0.9098,1.5129,1.8659,1.5405,1.1501,1.9478,0.0000,1.5614,1.2953,1.9478,0.5061,0.4688,0.9568,0.2973,1.0608,1.9025,0.5425,0.2889,1.7283,1.1401,0.7008,0.4883,1.0075,1.5451,1.7361,1.2180,0.6489,0.9525,1.3558,1.1373,0.9542,1.8609,1.9478,1.6749,1.5093,1.8841,0.7554,1.8321,1.9592,1.0457,0.0000,1.3556,0.5623,0.2858,1.9025,1.0608,1.8463,0.4685,1.4384,1.3283,1.6265,1.0814,1.3461,0.8743,0.7075,0.8479,1.7108,1.3580,0.6212,1.0007,0.6572,1.3441,0.0353,0.9713,1.0205,1.2909,1.8659,0.7554,1.5666,1.1413,1.8686,1.5261,0.5415,1.0608,1.3892,1.2501,1.7610,1.8359
Khach hang 30,1.0203,1.4110,1.8106,0.6596,1.1616,1.8635,1.3188,1.3648,0.9516,1.1813,1.4729,0.6341,1.5750,2.0550,1.1662,1.9827,1.9691,0.6729,0.5670,1.9528,2.2249,1.4736,0.5426,1.1100,1.2731,2.4702,0.3012,1.2146,2.5503,1.5622,0.0000,2.1295,2.5503,1.3241,1.3105,0.7488,1.7927,1.2078,0.5426,1.0154,1.7847,2.3354,1.9510,1.1114,1.9352,1.6742,0.8225,2.3430,1.4367,1.6007,1.7992,0.7536,1.4349,1.8008,0.4885,2.5503,2.2831,1.3266,2.4880,2.0170,2.4370,2.5615,1.1290,1.5622,0.9648,0.9802,1.7094,0.5426,1.2078,2.4509,1.9550,2.0514,2.0880,2.2356,0.7696,0.5070,1.7239,1.3387,1.1635,0.2821,1.9727,1.1958,0.9294,1.0339,1.0313,1.6019,0.6259,0.8226,1.9069,2.4702,2.0170,1.4381,1.4436,2.4728,2.1686,1.0971,1.2078,0.4636,1.2916,2.3674,1.6500
Khach hang 31,1.2370,1.3261,1.7593,1.8999,2.1736,0.2863,1.2074,1.3705,1.2723,1.1550,1.7038,2.0968,1.6648,2.2845,1.3311,1.3128,1.3264,1.6709,2.0198,0.6688,2.4544,1.5484,2.4554,1.8487,1.6359,2.7561,2.1065,1.1951,2.7798,1.2931,2.1267,0.0000,2.7798,1.4009,0.9235,1.5440,0.7389,2.2182,2.4554,1.2800,0.7474,2.6186,2.0120,1.9246,1.3603,0.6270,2.1110,2.5725,1.0483,0.5561,0.3428,1.7258,0.9866,0.3445,2.4153,2.7798,2.5126,1.5543,2.7743,0.2849,2.7223,2.7910,2.1423,1.2931,1.4827,1.2643,0.9945,2.4554,2.2182,2.6804,1.3405,2.2808,2.2003,2.4651,1.6641,1.9192,0.4987,1.9735,0.9750,2.2706,2.2021,1.5102,1.1981,1.1694,1.4712,1.2647,1.5580,1.4461,2.1364,2.7561,0.2849,1.5229,1.0072,2.7588,2.3980,1.1565,2.2182,1.9607,1.2065,2.6512,1.7398
Khach hang 32,2.6577,2.9230,1.0488,2.2716,2.0105,2.7661,1.8374,1.6661,2.6937,2.6578,3.2181,2.4758,3.3223,1.0022,2.8756,1.4468,1.4330,2.1737,2.3960,2.0517,0.9797,1.7997,2.8479,1.8255,3.0691,0.0922,2.9468,2.6988,0.0000,1.8969,2.9669,2.7300,0.0000,1.8046,2.2015,2.4341,2.0233,1.9923,2.8479,2.0265,2.0275,0.1895,0.9658,1.6502,1.3984,2.7545,2.9512,0.7038,2.7680,2.4978,2.7004,2.7688,2.6857,2.7021,2.8063,0.0000,0.3655,3.0655,0.3132,2.4791,0.5805,0.0290,1.9780,1.8969,2.9085,2.0460,2.0893,2.8479,1.9923,0.1348,1.4186,1.0044,1.0410,0.8120,2.0260,2.7594,2.6235,1.3912,2.3902,2.6562,0.5398,1.8579,2.4945,2.1711,2.8968,1.8989,2.4484,2.4968,0.6712,0.0922,2.4791,3.1239,2.6475,0.5748,0.6776,2.0573,1.9923,2.8009,2.8009,0.6230,3.3989
Khach hang 33,0.9213,1.2907,0.8244,1.0837,0.8612,1.1370,0.2358,0.2006,1.0661,1.0309,1.5797,1.3288,1.6818,1.2307,1.2442,0.7826,0.7691,0.8869,1.2036,1.1595,1.4042,0.2833,1.7009,0.6765,1.4638,1.6545,1.3389,1.0710,1.7364,0.5061,1.3598,1.4030,1.7364,0.0000,0.5840,0.7552,0.8035,0.8420,1.7009,0.3409,0.7950,1.5170,1.0394,0.4580,0.7352,1.1256,1.3435,1.5247,1.1389,0.8742,1.0727,1.1123,1.0582,1.0743,1.6593,1.7364,1.4635,1.4302,1.6727,1.2904,1.6207,1.7478,0.8269,0.5061,1.3032,0.3607,0.7288,1.7009,0.8420,1.6349,0.7550,1.2270,1.2644,1.4151,0.8338,1.1030,0.9973,0.5010,0.7688,1.5092,1.1466,0.1474,0.7870,0.5542,1.1014,0.5252,0.7697,0.7892,1.0574,1.6545,1.2904,1.5186,1.0208,1.6572,1.3190,0.3508,0.8420,1.1445,1.1710,1.5496,1.7568
Khach hang 34,0.6301,0.8900,1.1833,1.0830,1.3568,0.6596,0.3905,0.5536,0.6654,0.6302,1.1790,1.2799,1.2811,1.7363,0.8435,0.8765,0.8906,0.8540,1.2029,0.9617,1.9098,0.7315,1.6385,1.0318,1.0331,2.1601,1.2897,0.6703,2.2420,0.4688,1.3098,0.9256,2.2420,0.5840,0.0000,0.7271,0.6397,1.4013,1.6385,0.4631,0.6312,2.0226,1.4581,1.0907,1.1240,0.6483,1.2941,2.0303,0.7382,0.4118,0.5953,1.1116,0.6822,0.5969,1.5984,2.2420,1.9691,1.0295,2.1783,0.8437,2.1263,2.2534,1.3254,0.4688,0.8758,0.4474,0.5520,1.6385,1.4013,2.1405,1.1438,1.7326,1.6846,1.9207,0.8472,1.1023,0.5200,1.1395,0.3819,1.4537,1.6522,0.6933,0.5028,0.2661,0.8643,0.4389,0.7411,0.7886,1.5851,2.1601,0.8437,1.0868,0.6434,2.1628,1.8522,0.3524,1.4013,1.1438,0.7703,2.0552,1.3561
Khach hang 35,0.3748,0.9209,1.4449,0.7627,1.0239,1.3100,0.7539,0.7844,0.4155,0.6179,0.9829,0.9669,1.0850,1.6944,0.6761,1.4024,1.3888,0.4370,0.8871,1.3506,1.8679,0.8714,1.1743,0.7845,0.7830,2.1183,0.7564,0.7245,2.2001,0.9600,0.7491,1.5492,2.2001,0.7219,0.7302,0.0000,1.1905,1.1087,1.1743,0.4351,1.1825,2.0944,1.5882,0.9143,1.3549,0.9648,0.7333,1.9884,0.8263,1.0204,1.2444,0.5121,0.7840,1.2460,1.1398,2.2001,2.0379,0.8366,2.1365,1.4367,2.0844,2.2115,0.9925,0.9600,0.5727,0.3999,1.1073,1.1743,1.1087,2.0986,1.3747,1.6907,1.7281,1.8788,0.5337,0.5416,1.1675,0.9632,0.5322,0.9232,1.7028,0.6155,0.2354,0.4536,0.5616,0.9997,0.2062,0.2377,1.5433,2.1183,1.4367,0.9481,0.8123,2.2427,1.8104,0.4769,1.1087,0.5831,0.8585,2.1289,1.1600
Khach hang 36,1.2932,1.5628,1.0923,1.5567,1.3773,0.6483,0.6320,0.5817,1.3298,1.2932,1.7951,1.7609,1.8972,1.5778,1.5146,0.6062,0.6197,1.3190,1.6811,0.1685,1.7478,0.8284,2.1330,1.1924,1.6492,2.0347,1.7711,1.3349,2.1165,0.2973,1.7920,0.7389,2.1165,0.8035,0.6397,1.1874,0.0000,1.3581,2.1330,0.8533,0.0085,1.8971,1.3054,0.9981,0.6536,0.9040,1.7756,1.9048,1.3412,0.6294,0.5953,1.5864,1.2771,0.5935,2.0914,2.1165,1.8437,1.6456,2.0529,0.4580,2.0008,2.1280,1.3431,0.2973,1.4919,0.8740,0.2555,2.1330,1.3581,2.0150,0.6338,1.5742,1.4937,1.7585,1.3119,1.5767,0.7708,1.0804,1.0212,1.9413,1.5268,0.9185,1.1421,0.7986,1.5361,0.2932,1.2019,1.2511,1.4298,2.0347,0.4580,1.7029,1.2985,2.0374,1.6914,0.7861,1.3581,1.6197,1.4386,1.9298,1.9722
Khach hang 37,1.4094,1.8807,1.0755,0.5892,0.1171,1.9543,1.0070,0.8238,1.4637,1.6661,1.9426,0.7518,2.0447,1.2808,1.6359,1.2120,1.1980,0.7226,0.6778,1.6636,1.4508,0.8032,1.1240,0.7638,1.7428,1.6960,1.0473,1.6843,1.7762,1.0608,1.2865,2.2203,1.7762,0.8572,1.4013,1.1087,1.3581,0.0000,1.1240,1.1062,1.3496,1.5613,1.1768,0.4860,1.1628,1.9429,1.2776,1.5688,1.8745,1.6915,1.8900,1.2233,1.8322,1.8916,1.0823,1.7762,1.5089,1.7963,1.7139,2.1077,1.6628,1.7874,0.0829,1.0608,1.4885,1.0710,1.3412,1.1240,0.0000,1.6768,1.1833,1.2772,1.3138,1.4615,0.5750,1.0858,1.8146,0.6165,1.5804,0.9322,1.1985,0.7310,1.2750,1.1247,1.5010,1.0901,0.9970,1.2773,1.1328,1.6960,2.1077,1.9078,1.7857,1.6987,1.3944,1.1480,0.0000,1.1273,1.7612,1.5933,2.1197
Khach hang 38,1.4629,1.9285,1.9311,0.6007,1.0777,2.1915,1.6467,1.6927,1.4518,1.7293,1.9928,0.5503,2.0988,2.1054,1.6745,2.0677,2.0536,0.9530,0.5045,2.2931,2.2754,1.6188,0.0000,1.2860,1.7854,2.5206,0.5044,1.7247,2.6008,1.9025,0.7890,2.4575,2.6008,1.6644,1.6385,1.2101,2.1330,1.1240,0.0000,1.3940,2.1250,2.3858,2.0014,1.2056,2.0184,2.1802,1.3472,2.3934,1.9456,1.9287,2.1272,1.2464,1.9017,2.1288,0.1040,2.6008,2.3335,1.8410,2.5384,2.3450,2.4874,2.6120,1.0452,1.9025,1.4655,1.3575,2.0498,0.0000,1.1240,2.5013,2.0390,2.1018,2.1384,2.2861,0.8396,1.0834,2.0518,1.4415,1.6404,0.4591,2.0231,1.5238,1.5122,1.3619,1.5345,1.9422,1.0589,1.3258,1.9574,2.5206,2.3450,1.9567,1.9311,2.5232,2.2190,1.4374,1.1240,1.0377,1.8046,2.4178,2.1765
Khach hang 39,0.6256,1.1698,1.0119,0.7879,1.0616,1.0161,0.2499,0.3821,0.6799,0.8823,1.2473,0.9848,1.3494,1.4229,0.9405,1.0000,0.9865,0.5589,0.9078,1.0217,1.5964,0.5811,1.3940,0.7644,1.0474,1.8467,1.0320,0.9700,1.9286,0.5425,1.0147,1.2821,1.9286,0.3409,0.4631,0.4320,0.8533,1.1062,1.3940,0.0000,0.8448,1.7092,1.2831,0.6296,0.9526,1.0047,0.9990,1.7169,1.0180,0.7533,0.9518,0.8165,0.9373,0.9534,1.3033,1.9286,1.6557,1.1010,1.8649,1.1695,1.8129,1.9400,1.0303,0.5425,0.8371,0.0538,0.7656,1.3940,1.1062,1.8271,0.9724,1.4192,1.4565,1.6073,0.5521,0.8072,0.8764,0.6711,0.6479,1.1586,1.3388,0.3586,0.4912,0.2060,0.8056,0.5607,0.4460,0.4935,1.2717,1.8467,1.1695,1.2125,0.8999,1.8494,1.5388,0.0815,1.1062,0.8487,1.0721,1.7418,1.4243
Khach hang 40,1.2851,1.5548,1.0966,1.5486,1.3688,0.6568,0.6235,0.5732,1.3217,1.2852,1.7874,1.7529,1.8894,1.5820,1.5065,0.6103,0.6239,1.3110,1.6730,0.1770,1.7519,0.8199,2.1250,1.1843,1.6414,2.0389,1.7630,1.3268,2.1208,0.2889,1.7839,0.7474,2.1208,0.7950,0.6312,1.1793,0.0085,1.3496,2.1250,0.8448,0.0000,1.9014,1.3096,0.9896,0.6578,0.9120,1.7676,1.9091,1.3493,0.6378,0.6037,1.5783,1.2851,0.6020,2.0834,2.1208,1.8480,1.6379,2.0572,0.4665,2.0051,2.1322,1.3346,0.2889,1.4841,0.8656,0.2471,2.1250,1.3496,1.9779,0.6380,1.5784,1.4978,1.7626,1.3039,1.5686,0.7789,0.9963,1.0132,1.9333,1.4996,0.9100,1.1341,0.7905,1.5281,0.2847,1.1938,1.2430,1.4339,2.0389,0.4665,1.6951,1.3065,2.0416,1.6956,0.7776,1.3496,1.6117,1.4306,1.9340,1.9644
Khach hang 41,2.4770,2.7423,0.8900,2.0121,1.8268,2.5854,1.6567,1.4854,2.5130,2.4771,3.0374,2.2921,3.1416,0.8424,2.6949,1.2661,1.2523,1.9178,2.1320,1.9139,0.8195,1.6566,2.6642,1.6484,2.8884,0.1605,2.7697,2.5180,0.1895,1.7162,2.8483,2.6064,0.1895,1.6238,2.0208,2.2534,1.8849,1.8086,2.6642,1.8458,1.8892,0.0000,0.8053,1.4133,1.2177,2.5738,2.8322,0.5378,2.5873,2.3171,2.5197,2.6460,2.5050,2.5214,2.6226,0.1895,0.3662,2.8848,0.2277,2.3503,0.3968,0.2018,1.7943,1.7162,2.7278,1.8653,1.9123,2.6642,1.8086,0.1181,1.2379,0.8446,0.8820,0.6482,1.7755,2.6365,2.4428,1.2142,2.2095,2.4725,0.3916,1.7161,2.3138,1.9904,2.7161,1.7182,2.2677,2.3161,0.5045,0.1605,2.3503,2.9432,2.4667,0.3769,0.5111,1.8766,1.8086,2.6788,2.6201,0.4553,3.2182
Khach hang 42,1.9111,2.1764,0.3294,1.5127,1.3173,2.0195,1.0908,0.9195,1.9471,1.9112,2.4715,1.7170,2.5757,0.2929,2.1290,0.7002,0.6864,1.4148,1.6371,1.3204,0.4629,1.0683,2.0891,1.1353,2.3225,0.9414,2.2154,1.9521,1.0232,1.1267,2.2356,1.9987,1.0232,1.0363,1.4549,1.6529,1.2920,1.2981,2.0891,1.2799,1.2962,0.8038,0.0000,0.8913,0.6517,2.0079,2.2198,0.5809,2.0214,1.7153,1.9538,2.0374,1.9390,1.9555,2.0474,1.0232,0.7504,2.3188,0.9596,1.7478,0.7121,1.0347,1.2830,1.1267,2.1619,1.2993,1.3580,2.0891,1.2981,0.9218,0.6719,0.3093,0.2439,0.4736,1.2671,2.0281,1.8769,0.6848,1.6435,1.8973,0.4335,1.1266,1.7479,1.4245,2.1502,1.1287,1.6669,1.7502,0.3589,0.9414,1.7478,2.3773,1.8619,0.7095,0.4650,1.3107,1.2981,2.0696,2.0542,0.7395,2.6522
Khach hang 43,1.1008,1.6723,0.7068,0.6292,0.4528,1.6571,0.6148,0.4638,1.1563,1.3629,1.7355,0.8335,1.8398,0.9711,1.4224,0.8700,0.8559,0.5121,0.7536,1.3216,1.1446,0.4432,1.2056,0.4064,1.5315,1.3949,1.1228,1.4718,1.4768,0.7008,1.1022,1.9287,1.4768,0.4972,1.0926,0.9032,0.9981,0.5014,1.2056,0.7913,0.9896,1.3295,0.8649,0.0000,0.8207,1.6456,1.0933,1.2651,1.5757,1.3889,1.5915,1.0390,1.5325,1.5931,1.1640,1.4768,1.2039,1.5862,1.4131,1.7766,1.3611,1.4882,0.4185,0.7008,1.3167,0.7554,0.9812,1.2056,0.5014,1.3753,0.8413,0.9674,1.0047,1.1555,0.3698,0.9015,1.5146,0.2438,1.2754,1.0139,0.9379,0.3710,0.9637,0.8102,1.2847,0.7300,0.9175,0.9660,0.8199,1.3949,1.7766,1.7000,1.4546,1.3976,1.0870,0.8340,0.5014,0.9430,1.6085,1.2900,1.9163
Khach hang 44,1.6037,1.8690,0.4141,1.4421,1.1810,1.2968,0.7673,0.5996,1.6397,1.6038,2.1641,1.6463,2.2683,0.9435,1.8216,0.0484,0.0346,1.4787,1.5665,0.6820,1.1170,0.7673,2.0184,1.0647,2.0151,1.3674,1.9144,1.6447,1.4492,0.4883,1.9345,1.3603,1.4492,0.7352,1.1240,1.3518,0.6536,1.1628,2.0184,0.9526,0.6578,1.2298,0.6654,0.8207,0.0000,1.7005,1.9188,1.2376,1.7140,1.2794,1.2482,1.7363,1.5982,1.2465,1.9768,1.4492,1.1764,2.0115,1.3856,1.1094,1.3335,1.4607,1.1485,0.4883,1.8545,0.9716,0.7467,2.0184,1.1628,1.3478,0.0202,0.9398,0.8576,1.1280,1.1965,1.7270,1.5695,0.6486,1.3362,1.8267,0.8595,0.8566,1.4110,1.1171,1.8428,0.4903,1.3658,1.4133,0.7924,1.3674,1.1094,2.0699,1.5608,1.3701,1.0595,0.9827,1.1628,1.7685,1.7469,1.2625,2.3449
Khach hang 45,0.7312,0.6992,1.7277,1.6274,1.9011,0.3610,0.9544,1.1209,0.7655,0.5280,1.0769,1.8242,1.0379,2.2920,0.7042,1.5287,1.5422,1.3372,1.7473,0.8571,2.4655,1.2758,2.0636,1.5761,1.0090,2.7158,1.5742,0.5682,2.7977,1.0103,1.6384,0.6270,2.7977,1.1283,0.6510,0.9145,0.9237,1.9456,2.0636,1.0074,0.9317,2.5783,2.0139,1.6464,1.7033,0.0000,1.6247,2.5860,0.4214,0.4678,0.3028,1.2190,0.3731,0.3045,2.0291,2.7977,2.5249,0.9274,2.7341,0.6645,2.6820,2.8091,1.8697,1.0103,0.9759,1.0125,1.0894,2.0636,1.9456,2.6962,1.5564,2.2883,2.2403,2.4764,1.4206,1.3869,0.1310,1.6952,0.5327,1.8126,2.2079,1.2376,0.7382,0.9156,0.9644,0.9819,1.0515,0.9403,2.1408,2.7158,0.6645,0.8959,0.3945,2.7185,2.4079,0.8839,1.9456,1.4284,0.5795,2.6109,1.1128
Khach hang 46,0.9743,1.2185,1.7925,0.9442,1.2331,1.8454,1.3006,1.3466,0.8345,1.2117,0.9973,1.1840,1.0994,2.0369,0.9737,1.9646,1.9510,0.6303,1.0641,1.9340,2.2068,1.4548,1.1880,1.0912,0.6862,2.5033,0.9000,1.1158,2.5322,1.5434,0.7915,2.1114,2.5322,1.3053,1.2924,0.7306,1.7739,1.2776,1.1880,0.9973,1.7659,2.3658,1.9329,1.0933,1.9171,1.6273,0.0000,2.3249,1.4188,1.5826,1.7811,0.3889,1.4170,1.7827,1.1535,2.5322,2.2650,0.9186,2.4699,1.9989,2.4189,2.5434,1.2017,1.5434,0.7485,0.9621,1.6906,1.1880,1.2776,2.4328,1.9369,2.0332,2.0699,2.2175,0.7235,0.3180,1.7057,1.3206,1.1454,0.9722,1.9545,1.1777,0.9113,1.0158,0.7448,1.5831,0.5850,0.7322,1.8888,2.5033,1.9989,1.0011,1.4255,2.5060,2.1504,1.0391,1.2776,0.3610,1.1136,2.3984,1.0740
Khach hang 47,2.4910,2.7563,0.8854,2.1021,1.8410,2.5993,1.6706,1.4994,2.5270,2.4910,3.0514,2.3063,3.1556,0.3090,2.7088,1.2801,1.2662,2.0042,2.2265,1.9279,0.2861,1.6706,2.6784,1.6621,2.9024,0.6716,2.7834,2.5320,0.7534,1.7301,2.8036,2.5666,0.7534,1.6378,2.0348,2.2674,1.8989,1.8228,2.6784,1.8598,1.8642,0.5340,0.5811,1.4807,1.2316,2.5878,2.7878,0.0000,2.6013,2.3311,2.5337,2.6599,2.5189,2.5353,2.6368,0.7534,0.4806,2.8987,0.5012,2.3642,0.1312,0.7492,1.8085,1.7301,2.7418,1.8792,1.9260,2.6784,1.8228,0.6386,1.2518,0.3112,0.3486,0.1148,1.8565,2.6504,2.4568,1.2279,2.2234,2.4867,0.4847,1.6946,2.3278,2.0044,2.7300,1.7322,2.2817,2.3301,0.4297,0.6716,2.3642,2.9572,2.4807,0.1313,0.1614,1.8905,1.8228,2.6928,2.6341,0.1586,3.2321
Khach hang 48,0.6011,0.3380,1.7339,1.5943,1.8354,0.7846,0.9607,1.1272,0.5379,0.3225,0.6801,1.7585,0.7144,2.3594,0.4737,1.7580,1.7442,1.2323,1.6816,1.2966,2.5329,1.2820,1.8359,1.5104,0.7813,2.7833,1.4441,0.3405,2.8651,1.2137,1.4403,1.0506,2.8651,1.1345,0.7338,0.7844,1.3632,1.8799,1.8359,1.0136,1.3713,2.6457,2.0202,1.5793,1.7096,0.4236,1.4263,2.6534,0.0000,0.8914,0.7202,0.9913,0.0577,0.7219,1.8015,2.8651,2.5923,0.5946,2.8015,1.1040,2.7494,2.8765,1.8418,1.2137,0.7639,0.9456,1.3175,1.8359,1.8799,2.7636,1.7298,2.3557,2.2466,2.5438,1.3535,1.2022,0.5519,1.6281,0.4687,1.5849,2.2753,1.2669,0.6080,0.7748,0.7367,1.1661,0.9406,0.7637,2.2082,2.7833,1.1040,0.5225,0.4098,2.7859,2.4753,0.8901,1.8799,1.2437,0.3491,2.6784,0.7894
