,Kho trung tam Vinh,Khach hang 01,Khach hang 02,Khach hang 03,Khach hang 04,Khach hang 05,Khach hang 06,Khach hang 07,Khach hang 08,Khach hang 09,Khach hang 10,Khach hang 11,Khach hang 12,Khach hang 13,Khach hang 14,Khach hang 15,Khach hang 16,Khach hang 17,Khach hang 18,Khach hang 19,Khach hang 20,Khach hang 21,Khach hang 22,Khach hang 23,Khach hang 24,Khach hang 25,Khach hang 26,Khach hang 27,Khach hang 28,Khach hang 29,Khach hang 30,Khach hang 31,Khach hang 32,Khach hang 33,Khach hang 34,Khach hang 35,Khach hang 36,Khach hang 37,Khach hang 38,Khach hang 39,Khach hang 40,Khach hang 41,Khach hang 42,Khach hang 43,Khach hang 44,Khach hang 45,Khach hang 46,Khach hang 47,Khach hang 48,Khach hang 49,Khach hang 50,Khach hang 51,Khach hang 52,Khach hang 53,Khach hang 54,Khach hang 55,Khach hang 56,Khach hang 57,Khach hang 58,Khach hang 59,Khach hang 60,Khach hang 61,Khach hang 62,Khach hang 63,Khach hang 64,Khach hang 65,Khach hang 66,Khach hang 67,Khach hang 68,Khach hang 69,Khach hang 70,Khach hang 71,Khach hang 72,Khach hang 73,Khach hang 74,Khach hang 75,Khach hang 76,Khach hang 77,Khach hang 78,Khach hang 79,Khach hang 80,Khach hang 81,Khach hang 82,Khach hang 83,Khach hang 84,Khach hang 85,Khach hang 86,Khach hang 87,Khach hang 88,Khach hang 89,Khach hang 90,Khach hang 91,Khach hang 92,Khach hang 93,Khach hang 94,Khach hang 95,Khach hang 96,Khach hang 97,Khach hang 98,Khach hang 99,Khach hang 100
Khach hang 29,486.41,579.68,406.29,598.33,605.93,467.34,186.10,162.24,486.40,473.81,685.11,696.33,732.93,530.22,553.73,185.92,190.98,509.37,651.82,265.82,591.05,297.59,880.64,456.76,622.43,669.78,733.98,486.96,710.26,0.00,710.75,589.02,710.26,266.17,267.50,445.81,169.68,601.04,880.64,283.91,164.84,610.69,448.24,385.21,203.65,457.00,699.52,633.04,521.81,370.29,436.81,608.62,512.64,437.83,855.64,710.26,603.18,631.84,680.44,431.04,661.86,717.23,592.44,0.00,561.21,291.12,163.06,880.64,601.04,675.26,196.26,529.68,517.24,594.71,485.87,608.58,409.04,378.69,380.10,776.33,490.55,331.80,463.12,305.71,567.09,20.15,463.83,460.71,480.09,669.78,431.04,646.40,513.78,662.38,593.15,280.91,601.04,627.30,525.59,630.14,759.59
Khach hang 30,418.04,563.12,800.08,296.44,542.84,769.00,560.11,613.94,380.66,467.95,588.47,283.97,636.29,830.22,465.26,843.63,838.57,310.06,256.51,937.57,891.04,677.67,242.36,559.70,503.80,969.77,158.61,473.36,1010.26,723.46,0.00,890.68,1010.26,603.77,569.15,340.93,841.42,576.64,242.36,459.98,836.58,910.69,801.68,505.22,825.90,667.46,368.13,933.04,564.84,698.91,738.47,327.45,561.45,739.49,217.50,1010.26,903.18,535.78,980.44,874.51,961.86,1017.23,529.35,723.46,434.81,442.71,791.41,242.36,576.64,975.26,833.29,829.68,842.91,894.71,345.42,226.48,710.70,610.37,479.92,147.13,790.55,537.90,400.19,455.93,432.67,726.84,280.66,335.96,780.08,969.77,874.51,570.38,621.72,962.38,893.15,484.21,576.64,207.67,517.23,930.14,662.96
Khach hang 31,551.11,569.04,773.61,765.11,871.87,148.45,481.49,548.13,551.11,490.80,702.10,863.12,727.14,897.54,567.00,553.24,558.30,676.15,818.61,381.67,958.37,648.59,1047.42,776.14,667.29,1037.10,900.76,503.95,1077.58,588.58,877.53,0.00,1077.58,574.55,387.53,612.59,421.66,905.67,1047.42,520.96,426.50,978.02,815.57,713.23,570.97,263.06,866.30,1000.36,454.71,292.12,152.21,741.93,430.69,153.23,1022.42,1077.58,970.51,648.83,1047.76,162.60,1029.18,1084.56,858.38,588.58,625.92,510.89,567.48,1047.42,905.67,1042.59,563.58,897.01,884.57,962.03,652.65,775.36,215.11,731.28,444.80,943.11,857.87,625.95,540.87,470.81,631.79,571.53,630.61,617.43,847.41,1037.10,162.60,635.76,451.21,1029.71,960.47,493.07,905.67,794.08,514.95,997.47,753.80
Khach hang 32,958.58,1051.85,436.47,1013.56,960.51,997.45,658.27,604.56,958.57,945.97,1157.27,1111.57,1205.10,393.71,1025.89,522.11,517.04,960.82,1067.06,798.44,385.66,703.61,1295.87,811.34,1094.60,44.42,1195.03,959.12,0.00,708.02,1171.79,1075.35,0.00,677.35,797.60,906.85,794.48,955.62,1295.87,744.96,797.09,106.97,375.32,739.79,504.37,987.10,1160.56,287.31,993.98,927.36,966.92,1069.67,984.81,967.94,1270.87,0.00,194.55,1104.00,173.13,967.28,279.14,16.53,947.02,708.02,1033.38,752.16,852.18,1295.87,955.62,71.35,511.77,394.45,407.68,325.97,894.86,1069.62,939.15,628.89,852.26,1191.56,221.86,739.91,924.35,777.88,1039.26,709.27,924.88,921.75,273.26,44.42,967.28,1118.57,985.95,265.74,288.88,753.08,955.62,1088.34,997.76,263.67,1231.76
Khach hang 33,407.43,507.71,363.38,492.15,444.99,453.31,114.13,106.99,414.44,401.84,613.14,590.16,660.96,462.17,481.76,336.48,331.42,403.19,545.65,528.88,523.00,161.64,774.46,295.82,550.46,601.72,627.80,414.99,642.21,266.17,604.57,575.00,642.21,0.00,253.47,339.63,435.85,440.10,774.46,177.74,431.01,542.64,413.12,224.27,318.75,442.97,593.34,564.99,449.84,383.22,422.78,502.45,440.68,423.80,749.46,642.21,535.13,559.87,612.39,558.82,593.81,649.18,431.50,266.17,489.25,184.94,393.21,774.46,440.10,607.21,326.14,461.63,474.86,526.66,379.33,502.40,395.02,239.95,308.13,670.15,422.50,84.13,357.13,233.74,493.56,277.05,357.66,354.53,412.04,601.72,558.82,574.43,441.82,594.33,525.10,187.93,440.10,521.12,453.62,562.09,687.62
Khach hang 34,275.78,369.05,483.63,444.03,550.78,266.29,160.40,227.04,275.77,263.18,474.48,542.03,522.30,615.35,343.10,437.61,442.67,355.06,497.52,442.64,676.17,327.50,726.33,455.05,411.80,754.90,579.68,276.33,795.39,267.50,556.44,387.97,795.39,253.47,0.00,291.50,365.03,584.58,726.33,199.87,360.19,695.82,533.37,392.14,439.00,255.94,545.21,718.17,311.18,196.20,235.76,454.32,302.01,236.78,701.33,795.39,688.31,421.21,765.57,371.79,746.99,802.36,537.29,267.50,350.59,189.80,315.01,726.33,584.58,760.39,446.39,614.81,605.71,679.84,331.57,454.27,207.99,410.20,169.47,622.02,575.68,304.86,252.49,139.37,356.46,250.44,309.53,306.41,565.21,754.90,371.79,435.77,303.15,747.51,678.28,171.98,584.58,472.99,314.96,715.27,548.96
Khach hang 35,165.81,382.38,528.74,341.82,455.12,492.68,283.80,337.62,187.99,256.80,407.73,439.82,455.56,558.87,284.53,567.32,562.26,200.55,395.31,661.25,619.70,401.35,509.97,377.15,323.07,698.43,351.77,292.63,738.91,447.14,328.53,614.37,738.91,327.46,292.84,0.00,565.11,488.92,509.97,183.66,560.27,639.34,530.33,320.97,549.58,404.55,317.30,661.69,331.44,422.59,462.15,227.36,326.47,463.17,485.12,738.91,631.83,355.05,709.09,598.19,690.51,745.88,441.63,447.14,256.54,166.40,515.09,509.97,488.92,703.91,556.98,558.33,571.57,623.36,235.91,226.36,434.39,339.02,216.87,414.75,519.20,261.58,115.51,179.61,251.94,450.52,93.24,112.91,508.74,698.43,598.19,389.64,358.67,691.03,621.80,207.89,488.92,245.08,335.23,658.79,482.22
Khach hang 36,602.69,695.96,492.75,716.29,775.61,357.48,355.78,331.92,602.68,590.08,801.38,814.30,849.21,616.68,670.00,272.38,277.44,627.33,769.79,96.15,677.51,467.27,998.60,626.44,738.71,756.24,851.94,603.23,796.72,169.68,828.71,421.66,796.72,435.85,365.03,563.77,0.00,770.72,998.60,452.23,4.84,697.15,534.70,554.89,290.11,427.74,817.48,719.50,619.39,330.22,335.66,726.58,595.38,334.64,973.60,796.72,689.64,748.11,766.90,261.37,748.32,803.70,762.12,169.68,677.49,459.43,145.82,998.60,770.72,761.72,282.72,616.14,603.70,681.17,603.83,726.54,379.79,543.24,496.37,894.29,577.01,501.48,579.40,421.99,683.37,167.29,581.79,578.67,566.55,756.24,261.37,762.67,615.89,748.84,679.61,434.61,770.72,745.26,641.87,716.60,875.87
Khach hang 37,576.26,784.04,515.43,302.15,60.78,784.43,516.30,462.59,598.44,667.26,809.39,399.66,857.21,545.56,686.18,640.13,635.06,318.98,352.72,845.64,606.39,455.55,583.96,373.30,724.72,685.12,548.74,694.28,725.60,601.04,582.88,906.11,725.60,486.41,584.58,488.92,770.72,0.00,583.96,475.41,765.88,626.03,517.02,266.93,622.39,774.08,573.92,648.38,741.90,714.34,753.90,548.37,736.92,754.92,558.97,725.60,618.53,756.70,695.78,889.93,677.20,732.58,47.29,601.04,655.73,458.14,761.08,583.96,0.00,690.61,629.79,545.03,558.26,610.05,253.02,482.98,726.13,325.72,627.32,479.66,505.89,414.38,525.96,471.36,653.59,617.75,438.40,523.36,495.43,685.12,889.93,791.30,767.19,677.73,608.49,499.64,0.00,501.70,738.15,645.49,883.87
Khach hang 38,704.48,895.12,855.68,303.76,550.16,926.18,717.29,771.12,712.66,795.48,920.47,291.29,968.30,885.81,797.26,980.37,975.31,454.18,263.83,1094.74,946.64,795.80,0.00,619.23,835.80,1025.37,279.92,805.36,1065.85,880.64,435.34,1047.86,1065.85,760.95,726.33,616.56,998.60,583.96,0.00,617.16,993.76,966.28,857.27,560.82,962.64,915.83,691.40,988.63,870.12,856.08,895.65,659.46,865.15,896.66,59.33,1065.85,958.78,867.78,1036.03,1031.68,1017.45,1072.83,536.67,880.64,766.82,599.89,948.59,0.00,583.96,1030.86,970.04,885.27,898.51,950.30,408.53,560.15,867.88,665.97,755.55,243.27,846.14,695.07,667.71,613.11,764.68,884.01,556.29,651.59,835.68,1025.37,1031.68,902.38,897.34,1017.98,948.74,641.38,583.96,541.34,849.23,985.74,994.96
Khach hang 39,250.13,454.12,430.99,334.85,441.61,399.72,127.61,174.40,272.31,341.13,492.06,432.86,539.88,514.49,368.85,404.09,399.03,245.89,388.35,548.37,575.32,274.85,617.16,345.88,407.39,654.04,470.50,361.39,694.53,283.91,447.27,521.40,694.53,177.74,199.87,182.33,452.23,475.41,617.16,0.00,447.39,594.96,480.72,276.58,386.35,389.37,436.04,617.31,396.24,329.63,369.19,345.14,387.08,370.21,592.16,694.53,587.45,439.37,664.71,505.22,646.13,701.50,428.12,283.91,340.87,27.64,402.21,617.16,475.41,659.53,393.75,513.95,527.18,578.98,222.39,345.10,341.42,292.27,254.53,512.85,474.82,162.72,199.83,93.85,336.26,294.79,200.35,197.23,464.35,654.04,505.22,473.97,388.22,646.65,577.42,44.66,475.41,363.82,400.03,614.41,566.54
Khach hang 40,597.85,691.12,495.35,711.46,770.77,362.31,350.94,327.08,597.84,585.24,796.54,809.46,844.37,619.28,665.17,274.98,280.04,622.49,764.95,100.98,680.11,462.43,993.76,621.60,733.87,758.84,847.11,598.39,799.32,164.84,823.87,426.50,799.32,431.01,360.19,558.93,4.84,765.88,993.76,447.39,0.00,699.75,537.31,550.05,292.71,432.58,812.64,722.10,624.23,335.06,340.50,721.75,600.22,339.48,968.76,799.32,692.25,743.27,769.50,266.20,750.92,806.30,757.28,164.84,672.65,454.59,140.98,993.76,765.88,764.33,285.32,618.74,606.30,683.77,599.00,721.70,384.63,543.53,491.54,889.45,579.61,496.64,574.56,417.15,678.53,162.45,576.96,573.84,569.15,758.84,266.20,757.84,620.73,751.45,682.21,429.77,765.88,740.42,637.03,719.21,871.03
Khach hang 41,856.86,950.13,334.76,911.85,858.79,895.73,556.55,502.84,856.86,844.26,1055.56,1009.85,1103.38,291.99,924.18,420.39,415.33,859.11,965.34,696.73,283.94,601.89,1194.15,709.62,992.88,71.49,1093.31,857.41,106.97,606.31,1070.07,973.63,106.97,575.64,695.89,805.14,692.77,853.90,1194.15,643.24,695.37,0.00,273.61,638.07,402.66,885.39,1058.85,185.60,892.26,825.64,865.20,967.95,883.10,866.22,1169.16,106.97,134.10,1002.29,103.33,865.57,177.43,113.94,845.30,606.31,931.67,650.44,750.46,1194.15,853.90,67.38,410.05,292.73,305.97,224.26,793.14,967.90,837.44,527.17,750.55,1089.84,120.14,638.19,822.64,676.16,937.54,607.55,823.16,820.04,171.54,71.49,865.57,1016.85,884.24,164.03,187.16,651.37,853.90,986.63,896.04,161.96,1130.04
Khach hang 42,693.81,787.08,171.70,748.79,695.74,732.68,393.50,339.79,693.80,681.20,892.50,846.80,940.33,126.51,761.12,257.34,252.27,696.05,802.29,533.67,187.34,438.84,1031.10,546.57,829.83,332.09,930.25,694.35,372.57,443.25,907.02,810.58,372.57,412.58,532.83,642.08,529.71,690.85,1031.10,480.19,532.32,273.00,0.00,475.02,239.60,722.33,895.79,229.33,729.20,662.59,702.15,804.90,720.04,703.17,1006.10,372.57,265.50,839.23,342.75,702.51,281.24,379.55,682.25,443.25,768.61,487.39,587.41,1031.10,690.85,337.57,247.00,132.41,109.02,191.00,630.09,804.85,674.38,364.12,587.49,926.79,152.86,475.14,659.58,513.11,774.49,444.50,660.11,656.98,142.40,332.09,702.51,853.79,721.18,275.25,219.68,488.31,690.85,823.57,732.99,291.73,966.99
Khach hang 43,384.38,600.96,299.60,278.52,232.31,592.55,300.47,246.75,406.56,475.38,626.31,376.52,674.13,329.73,503.10,424.29,419.23,225.77,332.01,629.81,390.56,239.72,560.82,157.47,541.64,469.29,512.91,511.20,509.77,385.21,489.68,714.23,509.77,270.58,392.70,316.58,554.89,266.11,560.82,283.53,550.05,410.20,301.19,0.00,406.56,582.20,480.71,432.55,550.02,522.46,562.02,455.17,545.04,563.04,535.82,509.77,402.70,573.62,479.95,698.05,461.37,516.75,218.82,385.21,475.12,266.26,545.24,560.82,266.11,474.77,413.95,329.19,342.43,394.22,159.81,389.77,534.25,109.89,435.44,456.51,290.06,198.54,334.08,279.48,470.51,401.92,334.60,331.48,279.60,469.29,698.05,608.21,575.31,461.89,392.66,307.76,266.11,408.49,553.80,429.65,700.79
Khach hang 44,599.97,693.25,202.64,680.34,627.28,560.24,299.67,245.95,599.97,587.37,798.67,778.34,846.50,326.57,667.29,17.73,12.67,611.81,733.83,294.07,387.40,345.01,962.64,478.11,736.00,466.13,836.42,600.52,506.61,203.65,813.19,570.97,506.61,318.75,439.00,548.25,290.11,622.39,962.64,386.35,292.71,407.04,244.59,406.56,0.00,628.50,801.96,429.39,635.37,532.98,538.42,711.06,626.21,537.40,937.65,506.61,399.53,745.40,476.79,462.91,458.21,513.58,613.79,203.65,674.78,393.56,347.80,962.64,622.39,471.61,7.39,326.03,313.59,391.06,561.63,711.02,580.55,339.51,493.66,858.33,286.90,381.30,565.75,419.28,680.66,204.90,566.27,563.15,276.44,466.13,462.91,759.96,627.35,458.73,389.50,394.48,622.39,729.74,639.16,426.49,873.16
Khach hang 45,317.01,305.98,673.75,634.14,740.90,141.38,350.52,417.16,312.55,227.74,439.03,732.15,464.08,805.46,303.94,613.19,618.25,534.38,687.64,391.67,866.29,517.62,824.56,645.17,404.23,945.02,677.64,240.89,985.50,457.61,643.11,263.06,985.50,443.58,256.56,379.75,431.66,774.70,824.56,389.99,436.50,885.93,723.49,582.26,629.12,0.00,637.90,908.28,191.64,204.69,110.85,503.37,167.63,111.87,799.70,985.50,878.43,385.77,955.68,294.85,937.10,992.48,727.41,457.61,387.36,379.92,505.13,824.56,774.70,950.51,623.53,804.92,795.83,869.95,521.68,552.24,47.95,600.31,229.23,729.33,765.79,494.98,307.80,339.84,393.24,440.56,419.12,383.33,755.33,945.02,294.85,372.70,188.15,937.63,868.39,362.10,774.70,570.96,251.89,905.39,490.74
Khach hang 46,404.37,476.95,775.59,426.84,540.14,744.51,535.62,589.45,371.56,452.98,400.64,524.84,448.46,805.73,379.10,819.14,814.08,285.57,480.33,913.08,866.55,653.18,529.78,535.21,279.15,945.28,428.83,418.24,985.77,698.97,348.33,866.19,985.77,579.28,544.66,316.44,816.93,573.94,529.78,435.49,812.09,886.20,777.19,480.73,801.41,639.00,0.00,908.55,536.39,674.42,713.98,182.68,532.99,715.00,504.92,985.77,878.69,366.09,955.95,850.02,937.37,992.74,526.65,698.97,317.44,418.22,766.92,529.78,573.94,950.77,808.80,805.19,818.42,870.22,320.93,142.70,686.21,585.88,455.43,434.55,766.06,513.41,375.70,431.44,317.08,702.35,256.17,326.86,755.59,945.28,850.02,387.31,597.22,937.89,868.66,459.72,573.94,161.42,436.52,905.65,474.14
Khach hang 47,882.21,975.49,360.11,937.20,884.15,921.09,581.91,528.19,882.21,869.61,1080.91,1035.20,1128.73,108.26,949.53,445.74,440.68,884.46,990.69,722.08,100.21,627.25,1219.50,734.98,1018.24,243.25,1118.66,882.76,283.73,631.66,1095.43,998.98,283.73,600.99,721.24,830.49,718.12,879.25,1219.50,668.59,720.72,184.16,229.39,663.42,428.01,910.74,1084.20,0.00,917.61,850.99,890.56,993.30,908.45,891.57,1194.51,283.73,176.65,1027.64,223.47,890.92,51.91,290.71,870.65,631.66,957.02,675.80,775.81,1219.50,879.25,248.73,435.40,109.00,122.24,40.52,818.49,993.26,862.79,552.52,775.90,1115.20,162.70,663.54,847.99,701.52,962.90,632.91,848.51,845.39,192.42,243.25,890.92,1042.20,909.59,45.92,68.91,676.72,879.25,1011.98,921.39,62.39,1155.40
Khach hang 48,247.28,163.79,678.45,603.04,709.79,334.05,355.22,421.86,212.11,141.32,309.86,701.04,325.14,789.06,198.48,651.55,646.49,464.65,656.53,584.34,849.89,522.32,724.11,614.07,303.78,928.61,607.90,140.44,969.10,520.26,542.67,455.73,969.10,448.29,309.63,310.01,624.33,743.60,724.11,394.69,629.17,869.53,728.19,551.15,633.82,192.67,537.46,891.88,0.00,397.36,303.52,402.93,30.63,304.54,699.26,969.10,862.02,265.25,939.28,487.52,920.70,976.07,696.30,520.26,286.92,378.89,586.52,724.11,743.60,934.10,641.22,788.52,800.53,853.55,490.58,467.31,240.62,569.21,187.26,628.89,749.39,491.77,238.06,302.31,292.80,521.95,349.38,288.47,738.92,928.61,487.52,230.51,202.64,921.22,851.99,366.80,743.60,486.04,146.43,888.98,351.80
Khach hang 49,417.47,509.61,613.39,573.78,680.54,172.92,290.16,356.80,417.46,404.87,616.17,671.78,663.99,745.10,484.79,516.67,521.73,484.81,627.27,295.15,805.93,457.25,856.08,584.81,553.49,884.66,709.43,418.02,925.14,370.29,686.20,292.12,925.14,383.22,196.20,421.26,335.14,714.34,856.08,329.63,339.98,825.57,663.12,521.90,534.40,203.63,674.97,847.92,395.28,0.00,142.39,584.07,371.26,141.37,831.09,925.14,818.07,562.90,895.32,224.30,876.74,932.12,667.04,370.29,492.28,319.56,417.81,856.08,714.34,890.14,527.01,744.56,735.47,809.59,461.32,584.03,155.68,539.95,311.16,751.78,705.43,434.62,407.23,279.47,498.15,353.24,439.28,436.16,694.97,884.66,224.30,576.33,391.78,877.26,808.03,301.74,714.34,602.75,455.52,845.02,690.65
Khach hang 50,398.90,416.83,652.51,612.90,719.66,30.53,329.28,395.92,398.89,338.58,549.88,710.90,574.93,784.22,414.79,521.00,526.07,523.93,666.39,299.49,845.05,496.37,895.20,623.93,515.07,923.78,748.55,351.73,964.26,436.37,725.32,152.21,964.26,422.34,235.32,460.38,339.48,753.46,895.20,368.75,344.31,864.69,702.24,561.02,538.74,110.85,714.09,887.04,302.49,142.39,0.00,589.71,278.48,1.02,870.21,964.26,857.19,496.61,934.44,184.00,915.86,971.24,706.16,436.37,473.70,358.68,483.89,895.20,753.46,929.26,531.34,783.68,774.59,848.71,500.44,623.15,62.90,579.07,292.59,790.90,744.55,473.74,388.66,318.59,479.58,419.32,478.40,465.22,734.09,923.78,184.00,483.55,299.00,916.38,847.15,340.86,753.46,641.87,362.74,884.14,601.59
Khach hang 51,256.01,393.97,691.16,400.52,513.83,623.00,446.22,500.05,218.62,305.92,317.66,498.52,365.48,721.30,296.12,729.74,724.68,259.25,454.01,799.36,782.12,563.78,486.10,487.65,196.17,860.85,392.58,311.33,901.34,609.57,304.65,744.68,901.34,489.89,455.27,227.04,727.53,547.63,486.10,346.09,722.70,801.77,692.76,454.42,712.01,505.42,182.68,824.12,402.80,585.02,592.47,0.00,399.41,593.49,461.24,901.34,794.26,283.11,871.52,728.51,852.94,908.31,500.33,609.57,165.76,328.82,677.52,486.10,547.63,866.34,719.41,720.76,733.99,785.79,294.61,158.27,553.37,501.45,324.22,390.87,681.63,424.01,268.74,342.04,165.40,612.95,166.77,173.92,671.16,860.85,728.51,304.33,466.02,853.46,784.23,370.32,547.63,176.99,353.54,821.22,391.16
Khach hang 52,240.61,162.43,670.84,596.37,703.12,310.04,347.61,414.25,207.13,136.34,308.50,694.37,323.78,782.39,193.50,643.94,638.88,457.98,649.86,560.33,843.22,514.71,719.14,607.40,298.80,921.94,601.23,135.46,962.43,512.64,537.69,431.72,962.43,440.68,302.01,303.34,600.32,736.93,719.14,387.08,605.16,862.86,720.58,544.48,626.21,168.66,532.48,885.21,30.63,373.35,279.51,397.95,0.00,280.53,694.28,962.43,855.35,263.89,932.61,463.51,914.03,969.40,689.63,512.64,281.94,371.27,578.91,719.14,736.93,927.43,633.60,781.85,792.92,846.88,483.91,462.34,216.61,562.54,179.65,623.91,742.72,485.10,231.39,294.69,287.82,514.34,342.71,283.49,732.25,921.94,463.51,229.15,178.63,914.55,845.32,359.19,736.93,481.06,141.45,882.31,350.44
Khach hang 53,399.92,417.85,653.53,613.92,720.67,31.55,330.29,396.93,399.91,339.60,550.90,711.92,575.95,785.24,415.81,519.99,525.05,524.95,667.41,298.47,846.07,497.39,896.22,624.95,516.09,924.80,749.57,352.75,965.28,437.39,726.34,153.23,965.28,423.36,236.33,461.40,338.46,754.47,896.22,369.76,343.30,865.71,703.26,562.03,537.72,111.87,715.11,888.06,303.51,141.37,1.02,590.73,279.50,0.00,871.23,965.28,858.20,497.63,935.46,185.02,916.88,972.25,707.18,437.39,474.72,359.70,484.28,896.22,754.47,930.28,530.33,784.70,775.60,849.73,501.46,624.16,63.92,580.09,293.61,791.91,745.57,474.76,389.67,319.61,480.60,420.33,479.42,466.23,735.11,924.80,185.02,484.56,300.01,917.40,848.17,341.88,754.47,642.89,363.76,885.16,602.61
Khach hang 54,679.63,870.26,830.68,278.76,525.17,901.18,692.29,746.12,687.81,770.63,895.62,266.29,943.44,860.82,772.41,955.38,950.32,429.18,238.83,1069.75,921.64,770.81,59.33,594.24,810.95,1000.37,255.07,780.51,1040.86,855.64,410.49,1022.86,1040.86,735.96,701.33,591.71,973.60,558.97,59.33,592.16,968.76,941.29,832.28,535.82,937.65,890.83,666.54,963.64,845.27,831.09,870.65,634.60,840.29,871.67,0.00,1040.86,933.78,842.93,1011.04,1006.69,992.46,1047.83,511.68,855.64,741.96,574.89,923.59,59.33,558.97,1005.86,945.04,860.28,873.51,925.31,383.54,535.30,842.88,640.97,730.69,218.28,821.15,670.08,642.72,588.11,739.82,859.02,531.43,626.73,810.68,1000.37,1006.69,877.52,872.49,992.98,923.75,616.39,558.97,516.48,824.38,960.74,970.10
Khach hang 55,958.58,1051.85,436.47,1013.56,960.51,997.45,658.27,604.56,958.57,945.97,1157.27,1111.57,1205.10,393.71,1025.89,522.11,517.04,960.82,1067.06,798.44,385.66,703.61,1295.87,811.34,1094.60,44.42,1195.03,959.12,0.00,708.02,1171.79,1075.35,0.00,677.35,797.60,906.85,794.48,955.62,1295.87,744.96,797.09,106.97,375.32,739.79,504.37,987.10,1160.56,287.31,993.98,927.36,966.92,1069.67,984.81,967.94,1270.87,0.00,194.55,1104.00,173.13,967.28,279.14,16.53,947.02,708.02,1033.38,752.16,852.18,1295.87,955.62,71.35,511.77,394.45,407.68,325.97,894.86,1069.62,939.15,628.89,852.26,1191.56,221.86,739.91,924.35,777.88,1039.26,709.27,924.88,921.75,273.26,44.42,967.28,1118.57,985.95,265.74,288.88,753.08,955.62,1088.34,997.76,263.67,1231.76
Khach hang 56,848.43,941.71,326.33,903.42,850.37,887.31,548.13,494.41,848.43,835.83,1047.13,1001.42,1094.95,283.57,915.75,411.96,406.90,850.68,956.91,688.30,275.52,593.47,1185.72,701.20,984.46,150.14,1084.88,848.98,190.62,597.88,1061.65,965.20,190.62,567.21,687.46,796.71,684.34,845.47,1185.72,634.81,686.94,134.08,265.18,629.64,394.23,876.96,1050.42,177.17,883.83,817.21,856.78,959.52,874.67,857.79,1160.73,190.62,0.00,993.86,203.82,857.14,185.24,197.59,836.87,597.88,923.24,642.02,742.03,1185.72,845.47,174.04,401.62,284.30,297.54,215.83,784.71,959.48,829.01,518.74,742.12,1081.42,111.71,629.76,814.21,667.74,929.12,599.13,814.73,811.61,163.11,150.14,857.14,1008.42,875.81,185.77,178.73,642.94,845.47,978.20,887.61,153.53,1121.62
Khach hang 57,266.46,172.99,785.14,614.07,727.37,532.40,474.48,541.12,226.74,204.99,116.43,712.07,164.25,815.27,96.98,770.81,765.75,472.80,667.56,758.81,876.10,641.58,699.64,640.28,129.88,954.83,606.12,170.25,995.31,639.52,518.19,654.08,995.31,567.55,428.89,336.22,755.79,761.17,699.64,440.07,750.95,895.74,786.73,577.37,753.08,391.02,363.55,918.09,274.46,571.83,501.87,279.37,273.10,502.88,674.78,995.31,888.23,0.00,965.49,685.87,946.91,1002.28,713.88,639.52,142.55,422.80,705.78,699.64,761.17,960.31,760.47,814.73,827.97,879.76,508.15,423.95,438.97,595.42,301.43,604.41,775.60,517.98,310.81,421.56,152.28,641.21,375.59,263.99,765.14,954.83,685.87,98.26,370.24,947.43,878.20,464.29,761.17,442.67,166.12,915.19,190.91
Khach hang 58,926.61,1019.88,404.50,981.59,928.54,965.48,626.30,572.59,926.60,914.00,1125.30,1079.60,1173.13,329.59,993.93,490.14,485.08,928.85,1035.09,766.47,321.54,671.64,1263.90,779.37,1062.63,162.41,1163.06,927.15,173.13,676.05,1139.82,1043.38,173.13,645.38,765.64,874.88,762.51,923.65,1263.90,712.99,765.12,103.33,343.36,707.82,472.40,955.14,1128.59,223.20,962.01,895.39,934.95,1037.70,952.84,935.97,1238.90,173.13,203.84,1072.04,0.00,935.31,191.02,180.11,915.05,676.05,1001.41,720.19,820.21,1263.90,923.65,109.15,479.80,330.33,343.57,261.85,862.89,1037.65,907.18,596.92,820.30,1159.59,189.89,707.94,892.39,745.91,1007.29,677.30,892.91,889.78,241.29,162.41,935.31,1086.60,953.98,177.14,239.01,721.11,923.65,1056.37,965.79,176.76,1199.79
Khach hang 59,535.58,600.83,663.27,749.58,856.34,175.01,465.96,532.60,535.58,522.59,733.89,847.59,758.93,787.20,598.79,442.89,447.95,660.62,803.08,221.37,848.02,633.06,1031.89,760.61,671.61,926.75,885.24,535.74,967.23,431.04,862.00,162.60,967.23,559.03,372.00,597.06,261.37,890.14,1031.89,505.43,266.20,867.67,705.22,697.70,460.63,294.85,850.77,890.01,486.50,224.22,184.00,726.40,462.49,185.02,1006.89,967.23,860.16,680.62,937.41,0.00,918.83,974.21,842.85,431.04,610.39,495.36,407.18,1031.89,890.14,932.24,453.23,786.66,774.22,851.69,637.12,759.83,246.90,715.76,429.27,927.58,747.52,610.42,525.34,455.28,616.27,428.65,615.09,601.90,737.06,926.75,0.00,667.55,483.00,919.36,850.13,477.54,890.14,778.55,546.74,887.12,785.59
